Compound	IUPAC	Alternative_names	CAS_ID	KEGG_ID	HMDB	PubChem	ChEBI_ID	FooDB	LipidMaps	Molecular_formula	Molecular_weight	Source_databases	AFC_ID	canonical_SMILES
71-hydroxychlorophyll a				C18151	no entry found	90657665	83377	FDB030629	no entry found			CuCyc	AFC001415	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)CO.[Mg+2]
S-(2E,6E)-farnesyl-L-cysteine			68000-92-0	C19691	HMDB0011627	46926172	62141	FDB031148	no entry found			CuCyc	AFC001416	CC(=CCCC(=CCCC(=CCSCC(C(=O)[O-])[NH3+])C)C)C
2-trans,-6-trans-farnesyl monophosphate				C20121	no entry found	46926298	88226	FDB030363	no entry found			CuCyc	AFC001417	CC(=CCCC(=CCCC(=CCOP(=O)([O-])[O-])C)C)C
2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate				C20247	no entry found	46942369	62912	FDB030308	no entry found	C7H10NO6PS	267.2	CuCyc	AFC001418	CC1=C(SC(=N1)C(=O)O)CCOP(=O)(O)O
(E)-cinnamoyl-CoA			76109-04-1	C16256	no entry found	6444037	10956	FDB030140	LMFA07050294			CuCyc	AFC001419	CC1=C(SC(=N1)NC(=O)C(C)N2C=CN=C2)C
N-acetylglutamyl-phosphate		N-acetyl-L-gamma-glutamyl phosphate(3-)		no entry found	no entry found	49791951	57936	FDB031029	no entry found			CuCyc	AFC001420	CC(=O)NC(CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
4-O-caffeoylshikimic acid		caffeoylshikimic acid II	180842-65-3	no entry found	HMDB0033997	49821869	no entry found	FDB012231	no entry found	C16H16O8	336.29	Abu-Reidah et al 2013	AFC001421	C1C(C(C(C=C1C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O
isoferulic acid 3-O-glucuronide		isoferulic acid glucuronide	1065272-10-7	no entry found	HMDB0041747	49844484	no entry found	FDB029917	no entry found			PMID_32538082	AFC001422	COC1=C(C=C(C=C1)C=CC(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
6-methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol				no entry found	no entry found	49852330	60656	no entry found	no entry found			CuCyc	AFC001423	CC1=C(C(=C(C=C1O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
(S)-beta-macrocarpene				C19752	no entry found	49859620	61344	no entry found	no entry found			CuCyc	AFC001424	CC1=CCC(CC1)C2=CCCC(C2)(C)C
Fe(II)-nicotianamine				no entry found	no entry found	49859726	no entry found	FDB030854	no entry found			CuCyc	AFC001425	C1C[NH+](C1C(=O)[O-])CCC(C(=O)[O-])[NH2+]CCC(C(=O)[O-])[NH3+].[Fe+2]
apo-4'-lycopenoate				no entry found	no entry found	50986065	no entry found	no entry found	no entry found			CuCyc	AFC001426	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)C(=O)[O-])C)C)C)C
dimeric urushiol		14'-(3,4-dihydroxy-5'-alkenyl) phenyl-3-[9'E,11' E,13' Z-pentacatrienl]catechol		no entry found	no entry found	50986152	no entry found	no entry found	no entry found			CuCyc	AFC001427	CCC=CC=CC=CCCCCCCCC1=C(C=CC(=C1O)O)C(C)C=CC=CC=CCCCCCCCC2=C(C(=CC=C2)O)O
apo-4'-lycopenal				no entry found	no entry found	50986183	no entry found	no entry found	no entry found			CuCyc	AFC001428	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)C=O)C)C)C)C
6-methoxy-3-methyl-2-all-trans-nonaprenyl-1,4-benzoquinol				C19859	no entry found	50986193	84531	no entry found	no entry found			CuCyc	AFC001429	CC1=C(C(=C(C=C1O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
2-methoxy-6-all trans-nonaprenyl-2-methoxy-1,4-benzoquinol		2-Methoxy-6-all-trans-nonaprenylhydroquinone		no entry found	no entry found	no entry found	no entry found	no entry found	no entry found			CuCyc	AFC001430	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C(=CC(=C1)O)OC)O)/C)/C)/C)/C)/C)/C)/C)/C)C
15,9'-di-cis-phytofluene				C19765	no entry found	51351778	61990	FDB030265	no entry found	C40H62	542.9	CuCyc	AFC001431	CC(=CCCC(=CCCC(=CCCC(=CC=CC=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C)C)C)C)C
D-carnitinyl-CoA				no entry found	no entry found	52921607	62047	no entry found	LMFA07050162			CuCyc	AFC001432	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(C[N+](C)(C)C)O)O
12,13-dihydroxyoctadeca-9,15-dienoate		12,13-DiHODE		no entry found	HMDB0010201	52940081	88461	FDB027356	LMFA02000046			CuCyc	AFC001433	CCC=CCC(C(CC=CCCCCCCCC(=O)[O-])O)O
9,10-dihydroxyoctadeca-12,15-dienoate		9,10-DiHODE		no entry found	HMDB0010221	52940106	88440	FDB027374	LMFA02000045			CuCyc	AFC001434	CCC=CCC=CCC(C(CCCCCCCC(=O)[O-])O)O
9,10-epoxyoctadeca-12,15-dienoate		9(10)-EpODE		no entry found	HMDB0010220	52940134	88441	FDB003106	LMFA02000039			CuCyc	AFC001435	CCC=CCC=CCC1C(O1)CCCCCCCC(=O)[O-]
15,16-epoxyoctadeca-9,12-dienoate		15(16)-EpODE		no entry found	HMDB0010206	52940137	88460	FDB027361	LMFA02000041			CuCyc	AFC001436	CCC1C(O1)CC=CCC=CCCCCCCCC(=O)[O-]
12,13,17-trihydroxyoctadeca-9-enoate				no entry found	no entry found	52940143	no entry found	no entry found	no entry found			CuCyc	AFC001437	CC(CCCC(C(CC=CCCCCCCCC(=O)[O-])O)O)O
22-oxo-docosanoate				no entry found	no entry found	52940144	76298	no entry found	no entry found			CuCyc	AFC001438	C(CCCCCCCCCCC(=O)[O-])CCCCCCCCCC=O
15,16-dihydroxyoctadeca-9,12-dienoate		15,16-DiHODE		no entry found	HMDB0010208	52940176	88465	FDB027363	LMFA02000047			CuCyc	AFC001439	CCC(C(CC=CCC=CCCCCCCCC(=O)[O-])O)O
12,13-dihydroxyoctadeca-9-enoate		12,13-DiHOME		C14829	HMDB0004705	52940209	84028	FDB023416	LMFA02000230			CuCyc	AFC001440	CCCCCC(C(CC=CCCCCCCCC(=O)[O-])O)O
24-methylenecycloartane-3,28-diol		4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(241)-en-3beta-ol		C22114	no entry found	52953106	142917	no entry found	no entry found			CuCyc	AFC001441	CC(C)C(=C)CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)CO)O)C)C
cellulose			9004-34-6	C00760	HMDB0033368	16211032	156274	FDB011396	no entry found			"PMID_28049426;PMID_32331642"	AFC001442	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
2-carboxymethyl-3-hydroxyphenylpropionyl-CoA				no entry found	HMDB0012145	53481380	no entry found	FDB028802	no entry found			CuCyc	AFC001443	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(C4=CC=CC=C4)O)O
phosphoribulosylformimino-AICAR-phosphate				C04896	HMDB0012278	53481398	27735	FDB028910	no entry found			CuCyc	AFC001444	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N
ascorbic acid		"L-ascorbate;ascorbate;total vitamin C"	50-81-7	C01041	HMDB0000044	54670067	29073	FDB001224	no entry found			"CuCyc;FoodData_Central;phytochem.nal.usda;PMID_27130118;PMID_31263475;PMID_32679913;Tlili at al 2011"	AFC001445	C(C(C1C(=C(C(=O)O1)O)O)O)O
4-hydroxybenzoate			456-23-5	C00156	HMDB0000500	54675830	17879	FDB030501	no entry found			CuCyc	AFC001447	C1=CC(=CC=C1C(=O)O)[O-]
cis-caffeate		"(2Z)-3-(3,4-dihydroxyphenyl)prop-2-enoate;cis-caffeate anion;cis-3,4-dihydroxy-cinnamate"		no entry found	HMDB0003501	54681167	58129	FDB002558	no entry found	C9H7O4-	179.15	CuCyc	AFC001448	C1=CC(=C(C=C1C=CC(=O)O)O)[O-]
trans-caffeate		3,4-dihydroxy-cinnamate	501-16-6	C01197	HMDB0001964	54691412	57770	FDB031208	no entry found			CuCyc	AFC001449	C1=CC(=C(C=C1C=CC(=O)O)O)[O-]
3-methoxy-4-hydroxy-5-all-trans-hexaprenylbenzoate		3-hexaprenyl-4-hydroxy-5-methoxybenzoate		C05313	HMDB0000977	54692918	57916	FDB022347	no entry found			CuCyc	AFC001450	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)OC)[O-])C)C)C)C)C)C
3,4-dihydroxy-5-all-trans-hexaprenylbenzoate		3-hexaprenyl-4,5-dihydroxybenzoate		C05200	HMDB0001063	54692919	58373	FDB022402	no entry found			CuCyc	AFC001451	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)O)[O-])C)C)C)C)C)C
4-coumarate		"p-coumarate;trans-4-hydroxycinnamic acid; 4-hydroxycinnamate"	7400-08-0	C00811	HMDB0002035	54708745	32373	FDB030490	no entry found			"PMID_26243925;PMID_31263475;Fadimu et al. 2020"	AFC001452	C1=CC(=CC=C1C=CC(=O)O)[O-]
3,4-dihydroxy-5-all-trans-nonaprenylbenzoate		3-nonaprenyl-4,5-dihydroxybenzoate		no entry found	no entry found	54738024	62789	FDB030381	no entry found			CuCyc	AFC001453	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)O)[O-])C)C)C)C)C)C)C)C)C
3-methoxy-4-hydroxy-5-all-trans-nonaprenylbenzoate		3-nonaprenyl-4-hydroxy-5-methoxybenzoate		no entry found	no entry found	54738025	62791	FDB030438	no entry found			CuCyc	AFC001454	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)OC)[O-])C)C)C)C)C)C)C)C)C
3,4-dihydroxy-5-all-trans-octaprenylbenzoate				no entry found	no entry found	54740337	84452	FDB030382	no entry found			CuCyc	AFC001455	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)O)[O-])C)C)C)C)C)C)C)C
3-methoxy-4-hydroxy-5-all-trans-octaprenylbenzoate				no entry found	no entry found	54740344	84456	FDB030439	no entry found			CuCyc	AFC001456	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC(=C1)C(=O)O)OC)[O-])C)C)C)C)C)C)C)C
5-hydroxyferulate			2041-35-2	C05619	HMDB0035484	54740354	144056	FDB014170	no entry found			CuCyc	AFC001457	COC1=CC(=CC(=C1[O-])O)C=CC(=O)O
4-carboxylato-2-hydroxyhexa-2,4-dienedioate(3-)		(1Z,3Z)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate		C04324	no entry found	54749447	17424	no entry found	LMFA01170072			CuCyc	AFC001458	C(=C(C=C(C(=O)[O-])[O-])C(=O)[O-])C(=O)O
(R)-NADHX				C20482	HMDB0059644	56927861	134125	no entry found	no entry found			CuCyc	AFC001459	C1CC(=CN(C1O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
TRIBOA-beta-D-glucoside				C18062	no entry found	56928004	63671	no entry found	no entry found	C14H17NO10	359.28	CuCyc	AFC001460	C1=CC2=C(C=C1O)OC(C(=O)N2O)OC3C(C(C(C(O3)CO)O)O)O
thiosulfinate				no entry found	no entry found	58219327	no entry found	FDB031200	no entry found	C6H10OS2	162.3	CuCyc	AFC001461	CC=CSS(=O)C=CC
p-aminobenzoate-beta-D-glucopyranosyl ester				no entry found	no entry found	67647145	139329	no entry found	no entry found			CuCyc	AFC001462	C1=CC(=CC=C1C(=O)OC2C(C(C(C(O2)CO)O)O)O)N
siroheme		sirohaem		C00748	no entry found	70678545	28599	no entry found	no entry found	C42H44FeN4O16-2	916.7	CuCyc	AFC001463	CC1(C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O.[Fe]
3-hydroxy-3-phenylpropionyl-CoA				no entry found	no entry found	70680321	71290	FDB030427	no entry found			CuCyc	AFC001464	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C4=CC=CC=C4)O)O
D:C-friedoolean-7,9(11)-dien-3beta-ol-29-oic acid				no entry found	no entry found	70680340	71468	no entry found	LMPR0106150029	C30H46O3	454.7	"PMID_8463793;Cho et al 1993"	AFC001465	CC1(C(CCC2(C1CC=C3C2=CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C)O)C
4-(beta-D-ribofuranosyl)aminobenzene-5'-phosphate				no entry found	no entry found	71296183	72778	no entry found	no entry found			CuCyc	AFC001466	C1=CC(=CC=C1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N
4-hydroxysphinganine		phytosphingosine	245118-15-4	C12144	HMDB0004610	122121	46961	FDB023381	LMSP01030001			CuCyc	AFC001467	CCCCCCCCCCCCCCC(C(C(CO)N)O)O
N(6)-(dimethylallyl)adenosine 5'-triphosphate(4-)		N6-(delta2-isopentenyl)-adenosine 5'-triphosphate		C16424	no entry found	71464514	73532	no entry found	no entry found			CuCyc	AFC001468	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)C
2,3-dimethyl-6-phytylhydroquinone		"(R,R)-2,3-Dimethyl-6-phytylhydroquinone;2,3-dimethyl-6-phytyl-1,4-benzoquinol"		C15883	no entry found	71768102	75921	no entry found	no entry found			CuCyc	AFC001469	CC1=C(C=C(C(=C1C)O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C)O
2-methyl-6-phytylquinol		2-methyl-6-phytyl-1,4-benzoquinol		C15882	HMDB0038959	71768135	75920	FDB018442	no entry found			CuCyc	AFC001470	CC1=CC(=CC(=C1O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C)O
25-dehydrofungisterol		25(27)-dehydro-fungisterol	95043-18-8	no entry found	HMDB0038655	74051264	no entry found	FDB018051	no entry found			phytochem.nal.usda	AFC001471	CC(CCC(C)C(=C)C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
isolariciresinol 4'-O-beta-D-glucoside		isolariciresinol glucopyranoside 1	145748-07-8	no entry found	HMDB0040471	74407576	no entry found	FDB020225	no entry found			PMID_32538082	AFC001472	COC1=C(C=C2C(C(C(CC2=C1)CO)CO)C3=CC(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC)O
kauralexin A2		"5,9-dimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-5,14-dicarboxylate;ent-kauran-17,19-dioate"		no entry found	no entry found	75826609	no entry found	no entry found	no entry found			CuCyc	AFC001473	CC12CCCC(C1CCC34C2CCC(C3)C(C4)C(=O)[O-])(C)C(=O)[O-]
3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA				no entry found	no entry found	86208118	84616	FDB030451	no entry found			CuCyc	AFC001474	CC(C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O)O)O
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine				C04702	no entry found	86289056	17277	no entry found	no entry found			CuCyc	AFC001475	CC(C(=O)NC(CCC(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
18-hydroxyoleate				C19616	no entry found	86289578	78424	FDB030280	LMFA02000181			CuCyc	AFC001476	C(CCCCO)CCCC=CCCCCCCCC(=O)[O-]
4-hydroxysphing-8-enine(1+)		"delta8-phytosphingenine;phytosphing-8-enine(1+);4-hydroxy-trans-8-sphingenine"		"C21024;C21025"	no entry found	86290044	83175	no entry found	"LMSP01030002;LMSP01080009"	C18H38NO3+	316.5	CuCyc	AFC001477	CCCCCCCCCC=CCCCC(C(C(CO)[NH3+])O)O
3-demethylubiquinol-9				no entry found	no entry found	86583403	84423	no entry found	no entry found			CuCyc	AFC001478	CC1=C(C(=C(C(=C1O)O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
4-phospho-hydroxy-L-threonine				C06055	HMDB0006802	440901	18336	FDB024088	no entry found	C4H10NO7P	215.1	CuCyc	AFC001479	C(C(C(C(=O)O)N)O)OP(=O)(O)O
1-butenesulfenate				no entry found	no entry found	87828817	no entry found	no entry found	no entry found			CuCyc	AFC001480	CCC=CSO
(E,E)-2,6-nonadienal			17587-33-6	no entry found	HMDB0031261	88369124	no entry found	FDB003301	LMFA06000046			PMID_31743449	AFC001481	CCC=CCCC=CC=O
chitotriose			41708-93-4	no entry found	HMDB0006578	90472500	84373	FDB023980	no entry found			CuCyc	AFC001482	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)N)OC(C(CO)O)C(C(C=O)N)O)CO)N)O)O)O
kauralexin A1		"5,5,9-trimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-14-carboxylate;ent-kauran-17-oate"		no entry found	no entry found	90657333	no entry found	no entry found	no entry found			CuCyc	AFC001483	CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)C(=O)[O-])C)C
2-carboxy-L-threo-pentonate				no entry found	no entry found	146170827	149765	FDB030326	no entry found			CuCyc	AFC001484	C(C(C(C(C(=O)[O-])(C(=O)[O-])O)O)O)O
kauralexin A3		"(1S,5R,9S,13R)-5-formyl-5,9-dimethyltetracyclo[11.2.1.01,10.04,9]hexadecane-14-carboxylate;ent-kaur-19-al-17-oate"		no entry found	no entry found	90657502	no entry found	no entry found	no entry found			CuCyc	AFC001485	CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)C(=O)[O-])C)C=O
octadecenedioate				no entry found	no entry found	90657642	no entry found	no entry found	LMFA01170055			CuCyc	AFC001486	C(CCCC=CCCCCCCCC(=O)[O-])CCCC(=O)[O-]
kauralexin B2		"(1S,5R,9S,13R)-5,9-dimethyltetracyclo[11.2.1.01,10.04,9]hexadec-14-ene-5,14-dicarboxylate;ent-kaur-15-en-17,19-dioate"		no entry found	no entry found	90657689	no entry found	no entry found	no entry found			CuCyc	AFC001487	CC12CCCC(C1CCC34C2CCC(C3)C(=C4)C(=O)[O-])(C)C(=O)[O-]
18-oxo-oleate				no entry found	no entry found	90657874	133357	no entry found	no entry found			CuCyc	AFC001488	C(CCCC=CCCCCCCCC(=O)[O-])CCCC=O
cyclic-3,4-O-oxalyl-L-threonate				no entry found	no entry found	90658084	no entry found	FDB030761	no entry found			CuCyc	AFC001489	C1C(OC(=O)C(=O)O1)C(C(=O)[O-])O
2-carboxy-L-xylonolactone				no entry found	no entry found	90658445	no entry found	FDB030327	no entry found			CuCyc	AFC001490	C(C1C(C(C(=O)O1)(C(=O)[O-])O)O)O
2-[(1R,6S)-1,6-dihydroxycyclohexa-2,4-dien-1-yl]acetyl-CoA				no entry found	no entry found	90658457	no entry found	no entry found	no entry found			CuCyc	AFC001491	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4(C=CC=CC4O)O)O
zealexin B1	4-(5,5-dimethylcyclohexen-1-yl)cyclohexa-1,3-diene-1-carboxylate			no entry found	no entry found	90658636	no entry found	no entry found	no entry found	C15H19O2-	231.31	CuCyc	AFC001492	CC1(CCC=C(C1)C2=CC=C(CC2)C(=O)[O-])C
24-hydroxy-3-oxocholest-4-en-26-oyl-CoA				no entry found	no entry found	90658714	no entry found	FDB030372	no entry found	C48H72N7O19P3S-4	1176.1	CuCyc	AFC001493	CC(CCC(C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O)C4CCC5C4(CCC6C5CCC7=CC(=O)CCC67C)C
3,22-dioxochol-4-en-24-oyl-CoA				no entry found	no entry found	90658757	86293	FDB030376	no entry found	C45H68N7O19P3S	1136	CuCyc	AFC001494	CC(C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC5C(C(C(O5)N6C=NC7=C(N=CN=C76)N)O)OP(=O)(O)O)O
Ndelta-acetyl-L-ornithine		L-Ndelta-acetylornithine	2185-16-2	no entry found	HMDB0240589	90658764	44673	no entry found	no entry found			CuCyc	AFC001495	CC(=O)NCCCC(C(=O)[O-])[NH3+]
kauralexin B3		"(1S,5R,9S,13R)-5-formyl-5,9-dimethyltetracyclo[11.2.1.01,10.04,9]hexadec-14-ene-14-carboxylate;ent-kaur-15-en-19-al-17-oate"		no entry found	no entry found	90658844	no entry found	no entry found	no entry found			CuCyc	AFC001496	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C4)C(=O)[O-])C)C=O
5'-phosphoribosyl-N-formylglycineamide			349-34-8	C04376	HMDB0001308	90658924	147286	FDB030552	no entry found			CuCyc	AFC001497	C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]
zealexin A3		4-(6-hydroxy-5,5-dimethylcyclohexen-1-yl)cyclohexene-1-carboxylic acid		no entry found	no entry found	90658947	no entry found	no entry found	no entry found			CuCyc	AFC001498	CC1(CCC=C(C1O)C2CCC(=CC2)C(=O)O)C
kauralexin B1		"5,5,9-trimethyltetracyclo[11.2.1.01,10.04,9]hexadec-14-ene-14-carboxylate;ent-kaur-15-en-17-oate"		no entry found	no entry found	90658967	no entry found	no entry found	no entry found			CuCyc	AFC001499	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C4)C(=O)[O-])C)C
dehydroascorbate (bicyclic form)				no entry found	no entry found	90659000	no entry found	FDB030806	no entry found			CuCyc	AFC001500	C1C(C2C(O1)(C(C(=O)O2)(O)O)O)O
cyclic-2,3-O-oxalyl-L-threonate				no entry found	no entry found	90659383	no entry found	FDB030762	no entry found			CuCyc	AFC001501	C(C1C(OC(=O)C(=O)O1)C(=O)[O-])O
protocatechuic acid 4-glucoside		protocatechuic acid glucoside II		no entry found	no entry found	91309592	no entry found	FDB021851	no entry found			"Abu-Reidah et al 2013;PMID_32538082"	AFC001502	C1=CC(=C(C=C1C(=O)O)O)OC2C(C(C(C(O2)CO)O)O)O
gamma-ergostenol		delta-7-campesterol		no entry found	no entry found	91746604	no entry found	FDB005851	no entry found			Costa de Conto et al 2011	AFC001503	CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C
dimeric urushiol peroxide		bis[1-[(1E,3E,5Z)-1,3,5-heptatrienyl]-8-(2,3-dihydroxyphenyl)octyl] ether		no entry found	no entry found	91819806	no entry found	no entry found	no entry found			CuCyc	AFC001504	CC=CC=CC=CC(CCCCCCCC1=C(C(=CC=C1)O)O)OC(CCCCCCCC2=C(C(=CC=C2)O)O)C=CC=CC=CC
26,27-dehydrozymosterol				no entry found	no entry found	91820155	136770	no entry found	no entry found			CuCyc	AFC001505	CC(CCC=C1CC1)C2CCC3C2(CCC4=C3CCC5C4(CCC(C5)O)C)C
8'-(3,4-dihydroxy-5-alkenyl)phenyl-3-[9'E,11'E-pentadecatrienyl]catechol		urushiol dimer		no entry found	no entry found	91820417	no entry found	no entry found	no entry found			CuCyc	AFC001506	CC=CC=CC=CCCCCCCCCC1=C(C(=CC(=C1)C(CCCCCCCC2=C(C(=CC=C2)O)O)C=CC=CC=CC)O)O
petiveriin		S-benzyl-L-cysteine sulfoxide		no entry found	no entry found	91820550	no entry found	no entry found	no entry found	C10H13NO3S	227.28	CuCyc	AFC001507	C1=CC=C(C=C1)CS(=O)CC(C(=O)[O-])[NH3+]
3-hydroxy-5-cis-tetradecenoyl-CoA				no entry found	no entry found	91828294	87705	no entry found	no entry found			CuCyc	AFC001508	CCCCCCCCC=CCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
(Z,Z)-2,6-nonadienol	(2Z,6Z)-nona-2,6-dien-1-ol		7786-44-9	no entry found	HMDB0031262	92450317	142615	FDB012581	no entry found			PMID_31263475	AFC001509	CCC=CCCC=CCO
calodendroside A		taxifolin dihexoside		no entry found	no entry found	101030299	no entry found	no entry found	no entry found			Abu-Reidah et al 2013	AFC001510	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O
neochrome				no entry found	no entry found	101526842	no entry found	FDB003519	no entry found			"PMID_28049426;PMID_31263475;PMID_32679913"	AFC001511	CC(=CC=CC=C(C)C=CC=C(C)C1C=C2C(CC(CC2(O1)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)O)(C)C
dihydrokaempferol 7-glucoside		eriodictyol 7-glucoside or dihydrokaempferol 7-glucoside I		no entry found	no entry found	101683279	no entry found	no entry found	no entry found			Abu-Reidah et al 2013	AFC001512	C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O
zealexin A2		4-(5,5-dimethylcyclohexen-1-yl)-4-hydroxycyclohexene-1-carboxylic acid		no entry found	no entry found	101879009	no entry found	no entry found	no entry found			CuCyc	AFC001513	CC1(CCC=C(C1)C2(CCC(=CC2)C(=O)O)O)C
